locus_tag	ftype	length_bp	gene	EC_number	COG	product
JNECGHPE_01077	CDS	1164	rodA_1	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase RodA
JNECGHPE_01078	CDS	771	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
JNECGHPE_01079	CDS	666				hypothetical protein
JNECGHPE_01080	CDS	474				hypothetical protein
JNECGHPE_01081	CDS	507				hypothetical protein
JNECGHPE_01082	CDS	549	cotY			Spore coat protein Y
JNECGHPE_01083	CDS	414	yjcA			Sporulation protein YjcA
JNECGHPE_01084	CDS	198				hypothetical protein
JNECGHPE_01085	CDS	2295	yjcD	3.6.4.12	COG0210	Putative ATP-dependent DNA helicase YjcD
JNECGHPE_01086	CDS	258				hypothetical protein
JNECGHPE_01087	CDS	435	yjcF_2	2.3.1.-		putative N-acetyltransferase YjcF
JNECGHPE_01088	CDS	513	yjcG	3.1.-.-	COG1514	Putative phosphoesterase YjcG
JNECGHPE_01089	CDS	729				hypothetical protein
JNECGHPE_01090	CDS	915				hypothetical protein
JNECGHPE_01091	CDS	105				hypothetical protein
JNECGHPE_01092	CDS	1314	ktrB_1		COG0168	Ktr system potassium uptake protein B
JNECGHPE_01093	CDS	657	ktrA_1		COG0569	Ktr system potassium uptake protein A
JNECGHPE_01094	CDS	1194				hypothetical protein
JNECGHPE_01095	tRNA	73				tRNA-Val(gac)
JNECGHPE_01096	CDS	4161	vpr_3	3.4.21.-	COG1404	Minor extracellular protease vpr
JNECGHPE_01097	CDS	606	argO		COG1279	Arginine exporter protein ArgO
JNECGHPE_01098	CDS	1419	norG_2		COG1167	HTH-type transcriptional regulator NorG
JNECGHPE_01099	CDS	1368	rocC_1		COG0833	Amino-acid permease RocC
JNECGHPE_01100	CDS	1149	gdhA	1.4.1.3	COG0334	Glutamate dehydrogenase
JNECGHPE_01101	CDS	1185	uctC_1	2.8.3.19		Acetyl-CoA:oxalate CoA-transferase
JNECGHPE_01102	CDS	1218	acdA_2	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
JNECGHPE_01103	CDS	1659	ilvG	2.2.1.6		Acetolactate synthase isozyme 2 large subunit
JNECGHPE_01104	CDS	1443	aldHT	1.2.1.5		Aldehyde dehydrogenase, thermostable
JNECGHPE_01105	CDS	1383	atoC_4		COG2204	Regulatory protein AtoC
JNECGHPE_01106	CDS	1032	yeaW	1.14.13.-	COG4638	Carnitine monooxygenase oxygenase subunit
JNECGHPE_01107	CDS	1989		1.-.-.-		NADH oxidase
JNECGHPE_01108	CDS	318				hypothetical protein
JNECGHPE_01109	CDS	1086	ykfB	5.1.1.20	COG4948	L-Ala-D/L-Glu epimerase
JNECGHPE_01110	CDS	1032	ykfC	3.4.14.13		Gamma-D-glutamyl-L-lysine dipeptidyl-peptidase
JNECGHPE_01111	CDS	786	glcR_1		COG1349	HTH-type transcriptional repressor GlcR
JNECGHPE_01112	CDS	1044	iolW	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolW
JNECGHPE_01113	CDS	891		3.5.1.77		N-carbamoyl-D-amino acid hydrolase
JNECGHPE_01114	CDS	1338	gltD	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
JNECGHPE_01115	CDS	1314	preA	1.3.1.1	COG0167	NAD-dependent dihydropyrimidine dehydrogenase subunit PreA
JNECGHPE_01116	CDS	1416		3.5.2.-		D-hydantoinase
JNECGHPE_01117	CDS	210				hypothetical protein
JNECGHPE_01118	CDS	408	merR1_1			Mercuric resistance operon regulatory protein
JNECGHPE_01119	CDS	690				hypothetical protein
JNECGHPE_01120	CDS	1125				hypothetical protein
JNECGHPE_01121	CDS	1098	yndE_1			Spore germination protein YndE
JNECGHPE_01122	CDS	1437	gerBA_2			Spore germination protein B1
JNECGHPE_01123	CDS	711	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
JNECGHPE_01124	CDS	372			COG0789	putative HTH-type transcriptional regulator
JNECGHPE_01125	CDS	1188				hypothetical protein
JNECGHPE_01126	CDS	462				hypothetical protein
JNECGHPE_01127	CDS	429				hypothetical protein
JNECGHPE_01128	CDS	630	cdaS	2.7.7.85		Diadenylate cyclase CdaS
JNECGHPE_01129	CDS	387	ridA	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
JNECGHPE_01130	CDS	273				hypothetical protein
JNECGHPE_01131	CDS	1659	nagZ_1	3.2.1.52	COG1472	Beta-hexosaminidase
JNECGHPE_01132	CDS	918	dhmA	3.8.1.5		Haloalkane dehalogenase
JNECGHPE_01133	CDS	231				hypothetical protein
JNECGHPE_01134	CDS	297				hypothetical protein
JNECGHPE_01135	CDS	165				hypothetical protein
JNECGHPE_01136	CDS	1011				hypothetical protein
JNECGHPE_01137	CDS	573				hypothetical protein
JNECGHPE_01138	CDS	789	yjjG_1	3.1.3.5	COG1011	Pyrimidine 5'-nucleotidase YjjG
JNECGHPE_01139	CDS	558				hypothetical protein
JNECGHPE_01140	CDS	1197		4.4.1.11	COG0626	L-methionine gamma-lyase
JNECGHPE_01141	CDS	171				hypothetical protein
JNECGHPE_01142	CDS	129				hypothetical protein
JNECGHPE_01143	CDS	696	ygeA	5.-.-.-	COG1794	Putative racemase YgeA
JNECGHPE_01144	CDS	123				hypothetical protein
JNECGHPE_01145	CDS	519	sttH_1	3.5.2.19		Streptothricin hydrolase
JNECGHPE_01146	CDS	651	yiiM		COG2258	Protein YiiM
JNECGHPE_01147	CDS	657	modB		COG4149	Molybdenum transport system permease protein ModB
JNECGHPE_01148	CDS	516	mobB		COG1763	Molybdopterin-guanine dinucleotide biosynthesis adapter protein
JNECGHPE_01149	CDS	354				hypothetical protein
JNECGHPE_01150	CDS	483	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
JNECGHPE_01151	CDS	573	mobA	2.7.7.77		putative molybdenum cofactor guanylyltransferase
JNECGHPE_01152	CDS	495	moaB		COG0521	Molybdenum cofactor biosynthesis protein B
JNECGHPE_01153	CDS	237	moaD		COG1977	Molybdopterin synthase sulfur carrier subunit
JNECGHPE_01154	CDS	477	moaE	2.8.1.12		Molybdopterin synthase catalytic subunit
JNECGHPE_01155	CDS	1290	moeA	2.10.1.1		Molybdopterin molybdenumtransferase
JNECGHPE_01156	CDS	1017	moeB	2.7.7.80	COG0476	Molybdopterin-synthase adenylyltransferase
JNECGHPE_01157	CDS	1029	moaA	4.1.99.22	COG2896	GTP 3',8-cyclase
JNECGHPE_01158	CDS	795	fdhD		COG1526	Sulfur carrier protein FdhD
JNECGHPE_01159	CDS	480				hypothetical protein
JNECGHPE_01160	CDS	2940		1.17.1.9		Putative formate dehydrogenase
JNECGHPE_01161	CDS	999		1.13.12.-	COG2070	Putative monooxygenase
JNECGHPE_01162	CDS	111				hypothetical protein
JNECGHPE_01163	CDS	435				hypothetical protein
JNECGHPE_01164	CDS	435				hypothetical protein
JNECGHPE_01165	CDS	591				hypothetical protein
JNECGHPE_01166	CDS	474				hypothetical protein
JNECGHPE_01167	CDS	1086				hypothetical protein
JNECGHPE_01168	CDS	1086	gerBB_1			Spore germination protein B2
JNECGHPE_01169	CDS	1491	gerBA_3			Spore germination protein B1
JNECGHPE_01170	CDS	954				hypothetical protein
JNECGHPE_01171	CDS	897	yxlF_1	3.6.3.-	COG1131	putative ABC transporter ATP-binding protein YxlF
JNECGHPE_01172	CDS	264				hypothetical protein
JNECGHPE_01173	CDS	126				hypothetical protein
JNECGHPE_01174	CDS	240				hypothetical protein
JNECGHPE_01175	CDS	744	pphB	3.1.3.16	COG0639	Serine/threonine-protein phosphatase 2
JNECGHPE_01176	CDS	156				hypothetical protein
JNECGHPE_01177	CDS	549				hypothetical protein
JNECGHPE_01178	CDS	222				hypothetical protein
JNECGHPE_01179	CDS	855	comEC_1		COG0658	ComE operon protein 3
JNECGHPE_01180	CDS	267				hypothetical protein
JNECGHPE_01181	CDS	729	glnQ_2	3.6.3.-	COG1126	Glutamine transport ATP-binding protein GlnQ
JNECGHPE_01182	CDS	801	glnH_2		COG0834	ABC transporter glutamine-binding protein GlnH
JNECGHPE_01183	CDS	639	glnM		COG0765	putative glutamine ABC transporter permease protein GlnM
JNECGHPE_01184	CDS	663	glnP		COG0765	putative glutamine ABC transporter permease protein GlnP
JNECGHPE_01185	CDS	333				hypothetical protein
JNECGHPE_01186	CDS	978				hypothetical protein
JNECGHPE_01187	CDS	390	mutT	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
JNECGHPE_01188	CDS	657	ktrA_2		COG0569	Ktr system potassium uptake protein A
JNECGHPE_01189	CDS	1341	ktrB_2		COG0168	Ktr system potassium uptake protein B
JNECGHPE_01190	CDS	1272	nhaP			K(+)/H(+) antiporter NhaP
JNECGHPE_01191	CDS	1500	mqo1_1	1.1.5.4		putative malate:quinone oxidoreductase 1
JNECGHPE_01192	CDS	1383				hypothetical protein
JNECGHPE_01193	CDS	111				hypothetical protein
JNECGHPE_01194	CDS	186				hypothetical protein
JNECGHPE_01195	CDS	276				hypothetical protein
JNECGHPE_01196	CDS	546				hypothetical protein
JNECGHPE_01197	CDS	717	dgaF	4.1.2.14		2-dehydro-3-deoxy-phosphogluconate aldolase
JNECGHPE_01198	CDS	1107	dgaE	4.3.1.29		D-glucosaminate-6-phosphate ammonia lyase
JNECGHPE_01199	CDS	678				hypothetical protein
JNECGHPE_01200	CDS	786				hypothetical protein
JNECGHPE_01201	CDS	351				hypothetical protein
JNECGHPE_01202	CDS	360				hypothetical protein
JNECGHPE_01203	CDS	336				hypothetical protein
JNECGHPE_01204	CDS	1122		3.1.1.-	COG3964	Deacetylase
JNECGHPE_01205	CDS	1839	mtlR			Transcriptional regulator MtlR
JNECGHPE_01206	CDS	210				hypothetical protein
JNECGHPE_01207	CDS	300				hypothetical protein
JNECGHPE_01208	CDS	183				hypothetical protein
JNECGHPE_01209	CDS	3501		3.4.21.62		Subtilisin BL
JNECGHPE_01210	CDS	744				hypothetical protein
JNECGHPE_01211	CDS	957	ywaC_1	2.7.6.5	COG2357	GTP pyrophosphokinase YwaC
JNECGHPE_01212	CDS	432	abrB_1		COG2002	Transition state regulatory protein AbrB
JNECGHPE_01213	CDS	933				hypothetical protein
JNECGHPE_01214	CDS	180				hypothetical protein
JNECGHPE_01215	CDS	450				hypothetical protein
JNECGHPE_01216	CDS	699				hypothetical protein
JNECGHPE_01217	CDS	522	sigV_1		COG1595	RNA polymerase sigma factor SigV
JNECGHPE_01218	CDS	1347	ftsZ_1		COG0206	Cell division protein FtsZ
JNECGHPE_01219	CDS	579				hypothetical protein
JNECGHPE_01220	CDS	780				hypothetical protein
JNECGHPE_01221	CDS	561	ydaF_4	2.3.1.-	COG1670	Putative ribosomal N-acetyltransferase YdaF
JNECGHPE_01222	CDS	852				hypothetical protein
JNECGHPE_01223	CDS	1236	fabF_2	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
JNECGHPE_01224	CDS	339				hypothetical protein
JNECGHPE_01225	CDS	426				hypothetical protein
JNECGHPE_01226	CDS	456				hypothetical protein
JNECGHPE_01227	CDS	1257	hutI_1	3.5.2.7	COG1228	Imidazolonepropionase
JNECGHPE_01228	CDS	1677	hutU_1	4.2.1.49	COG2987	Urocanate hydratase
JNECGHPE_01229	CDS	1464	yesS		COG2207	HTH-type transcriptional regulator YesS
JNECGHPE_01230	CDS	507				hypothetical protein
JNECGHPE_01231	CDS	183				hypothetical protein
JNECGHPE_01232	CDS	1431	gerBA_4			Spore germination protein B1
JNECGHPE_01233	CDS	1083	yndE_2			Spore germination protein YndE
JNECGHPE_01234	CDS	1122	gerAC_1			Spore germination protein A3
JNECGHPE_01235	CDS	1662	nprM	3.4.24.28	COG3227	Bacillolysin
JNECGHPE_01236	CDS	996	aes	3.1.1.-	COG0657	Acetyl esterase
JNECGHPE_01237	CDS	1659		1.3.99.-	COG3573	KsdD-like steroid dehydrogenase
JNECGHPE_01238	CDS	879				hypothetical protein
JNECGHPE_01239	CDS	444	slyA		COG1846	Transcriptional regulator SlyA
JNECGHPE_01240	CDS	1185	yhhS			putative MFS-type transporter YhhS
JNECGHPE_01241	CDS	744				hypothetical protein
JNECGHPE_01242	CDS	351				hypothetical protein
JNECGHPE_01243	CDS	336				hypothetical protein
JNECGHPE_01244	CDS	1029	uvrC_1		COG0322	UvrABC system protein C
JNECGHPE_01245	CDS	1296	ybbY		COG2233	Putative purine permease YbbY
JNECGHPE_01246	CDS	906				hypothetical protein
JNECGHPE_01247	CDS	1248	atzC_1	3.5.4.42		N-isopropylammelide isopropyl amidohydrolase
JNECGHPE_01248	CDS	1242	atzC_2	3.5.4.42		N-isopropylammelide isopropyl amidohydrolase
JNECGHPE_01249	CDS	1248	atzC_3	3.5.4.42		N-isopropylammelide isopropyl amidohydrolase
JNECGHPE_01250	CDS	1566	gsiB		COG0747	Glutathione-binding protein GsiB
JNECGHPE_01251	CDS	1473	atzB	3.5.4.43		Hydroxydechloroatrazine ethylaminohydrolase
JNECGHPE_01252	CDS	1557	dppA		COG0747	Periplasmic dipeptide transport protein
JNECGHPE_01253	CDS	903	gsiD_1		COG1173	Glutathione transport system permease protein GsiD
JNECGHPE_01254	CDS	921	gsiC_1		COG0601	Glutathione transport system permease protein GsiC
JNECGHPE_01255	CDS	1014	oppD_2		COG0444	Oligopeptide transport ATP-binding protein OppD
JNECGHPE_01256	CDS	987	oppF_2		COG4608	Oligopeptide transport ATP-binding protein OppF
JNECGHPE_01257	CDS	768	btsS	2.7.13.3	COG3275	Sensor histidine kinase BtsS
JNECGHPE_01258	CDS	699			COG4753	putative response regulatory protein
JNECGHPE_01259	CDS	1338				hypothetical protein
JNECGHPE_01260	CDS	672				hypothetical protein
JNECGHPE_01261	CDS	195				hypothetical protein
JNECGHPE_01262	CDS	1335	mtaB	2.8.4.5	COG0621	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
JNECGHPE_01263	CDS	753	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
JNECGHPE_01264	CDS	951	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
JNECGHPE_01265	CDS	1131	dnaJ			Chaperone protein DnaJ
JNECGHPE_01266	CDS	1824	dnaK		COG0443	Chaperone protein DnaK
JNECGHPE_01267	CDS	576	grpE		COG0576	Protein GrpE
JNECGHPE_01268	CDS	1029	hrcA		COG1420	Heat-inducible transcription repressor HrcA
JNECGHPE_01269	CDS	1137	hemN	1.3.99.-	COG0635	Oxygen-independent coproporphyrinogen-III oxidase-like protein YqeR
JNECGHPE_01270	CDS	411				hypothetical protein
JNECGHPE_01271	CDS	516				hypothetical protein
JNECGHPE_01272	CDS	1821	lepA	3.6.5.-		Elongation factor 4
JNECGHPE_01273	CDS	351				hypothetical protein
JNECGHPE_01274	CDS	1101	gpr	3.4.24.78		Germination protease
JNECGHPE_01275	CDS	267	rpsT		COG0268	30S ribosomal protein S20
JNECGHPE_01276	CDS	1005	yqeN		COG1466	putative protein YqeN
JNECGHPE_01277	CDS	135				hypothetical protein
JNECGHPE_01278	CDS	2322	comEC_2		COG0658	ComE operon protein 3
JNECGHPE_01279	CDS	603	comEA		COG1555	ComE operon protein 1
JNECGHPE_01280	CDS	816	proC_1	1.5.1.2		Pyrroline-5-carboxylate reductase
JNECGHPE_01281	CDS	744	ubiG	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase
JNECGHPE_01282	CDS	357	rsfS		COG0799	Ribosomal silencing factor RsfS
JNECGHPE_01283	CDS	576				hypothetical protein
JNECGHPE_01284	CDS	291			COG1534	RNA-binding protein
JNECGHPE_01285	CDS	837	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
JNECGHPE_01286	CDS	1110	yqeH		COG1161	putative protein YqeH
JNECGHPE_01287	CDS	522				hypothetical protein
JNECGHPE_01288	CDS	780	psd	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
JNECGHPE_01289	CDS	621	ywaC_2	2.7.6.5	COG2357	GTP pyrophosphokinase YwaC
JNECGHPE_01290	CDS	762				hypothetical protein
JNECGHPE_01291	CDS	390	crcB_1		COG0239	Putative fluoride ion transporter CrcB
JNECGHPE_01292	CDS	357	crcB_2		COG0239	Putative fluoride ion transporter CrcB
JNECGHPE_01293	CDS	453				hypothetical protein
JNECGHPE_01294	CDS	531				hypothetical protein
JNECGHPE_01295	CDS	1233		3.4.11.-		Aminopeptidase 2
JNECGHPE_01296	CDS	1101	tyrC	1.3.1.43		Cyclohexadienyl dehydrogenase
JNECGHPE_01297	CDS	1080	aroA_1		COG1605	Protein AroA(G)
JNECGHPE_01298	CDS	720	sigK			RNA polymerase sigma-28 factor
JNECGHPE_01299	CDS	255				hypothetical protein
JNECGHPE_01300	CDS	654	fadR_2			Fatty acid metabolism regulator protein
JNECGHPE_01301	CDS	1017	ybhS		COG0842	putative multidrug ABC transporter permease YbhS
JNECGHPE_01302	CDS	720	ybhF_1		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
JNECGHPE_01303	CDS	393	yndB_2		COG3832	putative protein YndB
JNECGHPE_01304	CDS	324	sdpR_1		COG0640	Transcriptional repressor SdpR
JNECGHPE_01305	CDS	693	mtnN_1	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
JNECGHPE_01306	CDS	606				hypothetical protein
JNECGHPE_01307	CDS	1761	pbpI		COG0768	Penicillin-binding protein 4B
JNECGHPE_01308	CDS	477	greA		COG0782	Transcription elongation factor GreA
JNECGHPE_01309	CDS	636	udk_2	2.7.1.48		Uridine kinase
JNECGHPE_01310	CDS	1278	ydcP_1	3.4.-.-	COG0826	putative protease YdcP
JNECGHPE_01311	CDS	933	ydcP_2	3.4.-.-	COG0826	putative protease YdcP
JNECGHPE_01312	CDS	660	pcm	2.1.1.77		Protein-L-isoaspartate O-methyltransferase
JNECGHPE_01313	CDS	1095	mltG	4.2.2.-		Endolytic murein transglycosylase
JNECGHPE_01314	CDS	291				hypothetical protein
JNECGHPE_01315	CDS	417	yrrK	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
JNECGHPE_01316	CDS	276				hypothetical protein
JNECGHPE_01317	CDS	2652	alaS_2	6.1.1.7		Alanine--tRNA ligase
JNECGHPE_01318	CDS	1068			COG0628	Putative transport protein
JNECGHPE_01319	CDS	555				hypothetical protein
JNECGHPE_01320	CDS	135				hypothetical protein
JNECGHPE_01321	CDS	189				hypothetical protein
JNECGHPE_01322	CDS	2358	recD2_1	3.6.4.12	COG0507	ATP-dependent RecD-like DNA helicase
JNECGHPE_01323	CDS	660	yrrB			TPR repeat-containing protein YrrB
JNECGHPE_01324	CDS	1119	mnmA_1	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
JNECGHPE_01325	CDS	1146	iscS_1	2.8.1.7		Cysteine desulfurase IscS
JNECGHPE_01326	CDS	417	cymR			HTH-type transcriptional regulator CymR
JNECGHPE_01327	CDS	213				hypothetical protein
JNECGHPE_01328	CDS	333				hypothetical protein
JNECGHPE_01329	CDS	1761				hypothetical protein
JNECGHPE_01330	CDS	636				hypothetical protein
JNECGHPE_01331	CDS	1299			COG2256	putative AAA domain-containing protein
JNECGHPE_01332	CDS	411	rsfA_1			Prespore-specific transcriptional regulator RsfA
JNECGHPE_01333	CDS	213				hypothetical protein
JNECGHPE_01334	CDS	243				hypothetical protein
JNECGHPE_01335	CDS	768	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
JNECGHPE_01336	CDS	1770	aspS	6.1.1.12		Aspartate--tRNA ligase
JNECGHPE_01337	CDS	1266	hisS_1	6.1.1.21		Histidine--tRNA ligase
JNECGHPE_01338	CDS	342	hisS_2	6.1.1.21		Histidine--tRNA ligase
JNECGHPE_01339	CDS	174				hypothetical protein
JNECGHPE_01340	CDS	237				hypothetical protein
JNECGHPE_01341	CDS	177				hypothetical protein
JNECGHPE_01342	CDS	441	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
JNECGHPE_01343	CDS	2196	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
JNECGHPE_01344	CDS	513	apt	2.4.2.7		Adenine phosphoribosyltransferase
JNECGHPE_01345	CDS	2352	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
JNECGHPE_01346	CDS	912	fieF_2		COG0053	Ferrous-iron efflux pump FieF
JNECGHPE_01347	CDS	285	abrB_2		COG2002	Transition state regulatory protein AbrB
JNECGHPE_01348	CDS	879	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
JNECGHPE_01349	CDS	291				hypothetical protein
JNECGHPE_01350	CDS	738	yfiC	2.1.1.223		tRNA1(Val) (adenine(37)-N6)-methyltransferase
JNECGHPE_01351	CDS	360	yabA		COG4467	Initiation-control protein YabA
JNECGHPE_01352	CDS	828				hypothetical protein
JNECGHPE_01353	CDS	996	dnaX_1	2.7.7.7	COG2812	DNA polymerase III subunit tau
JNECGHPE_01354	CDS	441				hypothetical protein
JNECGHPE_01355	CDS	633	tmk	2.7.4.9		Thymidylate kinase
JNECGHPE_01356	CDS	1419	speA_2	4.1.1.19	COG1982	Arginine decarboxylase
JNECGHPE_01357	CDS	189	csfB			Anti-sigma-G factor Gin
JNECGHPE_01358	rRNA	111				5S ribosomal RNA
JNECGHPE_01359	rRNA	2933				23S ribosomal RNA
JNECGHPE_01360	rRNA	1548				16S ribosomal RNA
JNECGHPE_01361	CDS	1482	lysS_2	6.1.1.6		Lysine--tRNA ligase
JNECGHPE_01362	CDS	999	dus_1	1.3.1.-	COG0042	putative tRNA-dihydrouridine synthase
JNECGHPE_01363	CDS	201	sinR_3		COG1396	HTH-type transcriptional regulator SinR
JNECGHPE_01364	CDS	498	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
JNECGHPE_01365	CDS	363	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
JNECGHPE_01366	CDS	834	folP	2.5.1.15		Dihydropteroate synthase
JNECGHPE_01367	CDS	873	dat_1	2.6.1.21		D-alanine aminotransferase
JNECGHPE_01368	CDS	588	pabA_2	2.6.1.85	COG0512	Aminodeoxychorismate/anthranilate synthase component 2
JNECGHPE_01369	CDS	1419	pabB	2.6.1.85	COG0147	Aminodeoxychorismate synthase component 1
JNECGHPE_01370	CDS	921	cysK	2.5.1.47	COG0031	Cysteine synthase
JNECGHPE_01371	CDS	876	hslO		COG1281	33 kDa chaperonin
JNECGHPE_01372	CDS	765	coaX	2.7.1.33	COG1521	Type III pantothenate kinase
JNECGHPE_01373	CDS	1920	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
JNECGHPE_01374	CDS	540	hpt_2	2.4.2.8		Hypoxanthine-guanine phosphoribosyltransferase
JNECGHPE_01375	CDS	1389	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
JNECGHPE_01376	CDS	1095	yabT	2.7.11.1	COG0515	putative serine/threonine-protein kinase YabT
JNECGHPE_01377	CDS	735				hypothetical protein
JNECGHPE_01378	CDS	2475	spoIIE	3.1.3.16	COG2208	Stage II sporulation protein E
JNECGHPE_01379	tRNA	72				tRNA-Glu(ttc)
JNECGHPE_01380	tRNA	77				tRNA-Met(cat)
JNECGHPE_01381	CDS	474	yugI_1		COG1098	General stress protein 13
JNECGHPE_01382	CDS	378	divIC		COG2919	Cell division protein DivIC
JNECGHPE_01383	CDS	612	yabQ			Spore protein YabQ
JNECGHPE_01384	CDS	306	yabP			Spore protein YabP
JNECGHPE_01385	CDS	270			COG1188	putative protein
JNECGHPE_01386	CDS	1455	mazG	3.6.1.8	COG1694	Nucleoside triphosphate pyrophosphohydrolase
JNECGHPE_01387	CDS	1590	murJ_1		COG2244	Lipid II flippase MurJ
JNECGHPE_01388	CDS	537	spoVT		COG2002	Stage V sporulation protein T
JNECGHPE_01389	CDS	3531	mfd	3.6.4.-		Transcription-repair-coupling factor
JNECGHPE_01390	CDS	234	fin			Anti-sigma-F factor Fin
JNECGHPE_01391	CDS	564	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
JNECGHPE_01392	CDS	954	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
JNECGHPE_01393	CDS	1359	glmU			Bifunctional protein GlmU
JNECGHPE_01394	CDS	291	spoVG		COG2088	Putative septation protein SpoVG
JNECGHPE_01395	CDS	372	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
JNECGHPE_01396	CDS	843	purR		COG0503	Pur operon repressor
JNECGHPE_01397	CDS	870	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
JNECGHPE_01398	CDS	180				hypothetical protein
JNECGHPE_01399	CDS	270	veg		COG4466	Protein Veg
JNECGHPE_01400	CDS	876	yabG	3.4.-.-		Sporulation-specific protease YabG
JNECGHPE_01401	CDS	876	rsmA_2	2.1.1.182		Ribosomal RNA small subunit methyltransferase A
JNECGHPE_01402	CDS	555	rnmV_2	3.1.26.8	COG1658	Ribonuclease M5
JNECGHPE_01403	CDS	1209	yocH_1		COG1388	Cell wall-binding protein YocH
JNECGHPE_01404	CDS	771	ycfH_1	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
JNECGHPE_01405	CDS	1977	metG_1	6.1.1.10		Methionine--tRNA ligase
JNECGHPE_01406	CDS	285	abrB_3		COG2002	Transition state regulatory protein AbrB
JNECGHPE_01407	CDS	198				hypothetical protein
JNECGHPE_01408	tRNA	85				tRNA-Leu(caa)
JNECGHPE_01409	tRNA	71				tRNA-Cys(gca)
JNECGHPE_01410	tRNA	75				tRNA-Gly(gcc)
JNECGHPE_01411	tRNA	75				tRNA-Gln(ttg)
JNECGHPE_01412	tRNA	76				tRNA-His(gtg)
JNECGHPE_01413	tRNA	74				tRNA-Trp(cca)
JNECGHPE_01414	tRNA	85				tRNA-Tyr(gta)
JNECGHPE_01415	tRNA	74				tRNA-Thr(tgt)
JNECGHPE_01416	tRNA	76				tRNA-Phe(gaa)
JNECGHPE_01417	tRNA	76				tRNA-Asp(gtc)
JNECGHPE_01418	tRNA	77				tRNA-Met(cat)
JNECGHPE_01419	tRNA	76				tRNA-Val(tac)
JNECGHPE_01420	tRNA	75				tRNA-Glu(ttc)
JNECGHPE_01421	tRNA	92				tRNA-Ser(gga)
JNECGHPE_01422	tRNA	75				tRNA-Asn(gtt)
JNECGHPE_01423	rRNA	109				5S ribosomal RNA
JNECGHPE_01424	CDS	546				hypothetical protein
JNECGHPE_01425	CDS	1218	acdA_3	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
JNECGHPE_01426	CDS	1185	uctC_2	2.8.3.19		Acetyl-CoA:oxalate CoA-transferase
JNECGHPE_01427	CDS	1458	gabD_1	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD
JNECGHPE_01428	CDS	1371	davT_1	2.6.1.48	COG0160	5-aminovalerate aminotransferase DavT
JNECGHPE_01429	CDS	1371	patA_4	2.6.1.82	COG4992	Putrescine aminotransferase
JNECGHPE_01430	CDS	1494	gbsA_2	1.2.1.8	COG1012	Betaine aldehyde dehydrogenase
JNECGHPE_01431	CDS	153				hypothetical protein
JNECGHPE_01432	CDS	2133	atoC_5		COG2204	Regulatory protein AtoC
JNECGHPE_01433	CDS	249				hypothetical protein
JNECGHPE_01434	CDS	288				hypothetical protein
JNECGHPE_01435	CDS	1299	rocG_1	1.4.1.2	COG0334	Catabolic NAD-specific glutamate dehydrogenase RocG
JNECGHPE_01436	CDS	1341	puuP_2		COG0531	Putrescine importer PuuP
JNECGHPE_01437	CDS	1638				hypothetical protein
