locus_tag	ftype	length_bp	gene	EC_number	COG	product
CBFCLOEN_00860	tRNA	91				tRNA-Ser(gct)
CBFCLOEN_00861	CDS	327				hypothetical protein
CBFCLOEN_00862	CDS	987	iolS_5	1.1.1.-	COG0667	Aldo-keto reductase IolS
CBFCLOEN_00863	CDS	822	clcD	3.1.1.45		Carboxymethylenebutenolidase
CBFCLOEN_00864	CDS	483				hypothetical protein
CBFCLOEN_00865	CDS	918			COG0664	putative NTE family protein
CBFCLOEN_00866	CDS	348				hypothetical protein
CBFCLOEN_00867	CDS	1509	pepA_1	3.4.11.1	COG0260	Cytosol aminopeptidase
CBFCLOEN_00868	CDS	612	yuiC		COG3584	putative protein YuiC
CBFCLOEN_00869	CDS	324				hypothetical protein
CBFCLOEN_00870	CDS	141				hypothetical protein
CBFCLOEN_00871	CDS	492	nudJ	3.6.1.-		Phosphatase NudJ
CBFCLOEN_00872	CDS	1218		1.6.99.-		NADH dehydrogenase-like protein
CBFCLOEN_00873	CDS	999	yumC	1.18.1.2	COG0492	Ferredoxin--NADP reductase 2
CBFCLOEN_00874	CDS	774	misCA_1		COG0706	Membrane protein insertase MisCA
CBFCLOEN_00875	CDS	339	rnpA_1	3.1.26.5	COG0594	Ribonuclease P protein component
CBFCLOEN_00876	CDS	135	rpmH_1		COG0230	50S ribosomal protein L34
CBFCLOEN_00877	CDS	894	rluD_1	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
CBFCLOEN_00878	tRNA	73				tRNA-Val(gac)
CBFCLOEN_00879	CDS	150				hypothetical protein
CBFCLOEN_00880	CDS	663	gabR_2		COG1167	HTH-type transcriptional regulatory protein GabR
CBFCLOEN_00881	CDS	810	dacA_1	3.4.16.4		D-alanyl-D-alanine carboxypeptidase DacA
CBFCLOEN_00882	CDS	786	glmM_2	5.4.2.10	COG1109	Phosphoglucosamine mutase
CBFCLOEN_00883	CDS	1074	prfA		COG0216	Peptide chain release factor 1
CBFCLOEN_00884	CDS	981	prmC_1	2.1.1.297	COG2890	Release factor glutamine methyltransferase
CBFCLOEN_00885	CDS	996				hypothetical protein
CBFCLOEN_00886	CDS	447				hypothetical protein
CBFCLOEN_00887	CDS	1044	ywlC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
CBFCLOEN_00888	CDS	558	mntP_1		COG1971	putative manganese efflux pump MntP
CBFCLOEN_00889	CDS	441	ywle	3.9.1.2		Protein-arginine-phosphatase
CBFCLOEN_00890	CDS	447	ywlF_1	5.3.1.-	COG0698	Putative sugar phosphate isomerase YwlF
CBFCLOEN_00891	CDS	567				hypothetical protein
CBFCLOEN_00892	CDS	1425	glyA_1	2.1.2.1	COG0112	Serine hydroxymethyltransferase
CBFCLOEN_00893	CDS	630	upp	2.4.2.9		Uracil phosphoribosyltransferase
CBFCLOEN_00894	CDS	2187	vpr	3.4.21.-	COG1404	Minor extracellular protease vpr
CBFCLOEN_00895	CDS	375				hypothetical protein
CBFCLOEN_00896	CDS	714	atpB			ATP synthase subunit a
CBFCLOEN_00897	CDS	225	atpE			ATP synthase subunit c
CBFCLOEN_00898	CDS	537	atpF			ATP synthase subunit b
CBFCLOEN_00899	CDS	537	atpH		COG0712	ATP synthase subunit delta
CBFCLOEN_00900	CDS	1509	atpA_2	3.6.3.14	COG0056	ATP synthase subunit alpha
CBFCLOEN_00901	CDS	858	atpG_2		COG0224	ATP synthase gamma chain
CBFCLOEN_00902	CDS	1422	atpD	3.6.3.14	COG0055	ATP synthase subunit beta
CBFCLOEN_00903	CDS	408	atpC		COG0355	ATP synthase epsilon chain
CBFCLOEN_00904	CDS	1278	msmE_5		COG1653	Multiple sugar-binding protein
CBFCLOEN_00905	CDS	876	araP_5		COG1175	L-arabinose transport system permease protein AraP
CBFCLOEN_00906	CDS	915	araQ_6		COG0395	L-arabinose transport system permease protein AraQ
CBFCLOEN_00907	CDS	1014	frlB_1	3.5.-.-	COG2222	Fructosamine deglycase FrlB
CBFCLOEN_00908	CDS	837	frlD	2.7.1.-	COG0524	Fructosamine kinase FrlD
CBFCLOEN_00909	CDS	987	frlB_2	3.5.-.-	COG2222	Fructosamine deglycase FrlB
CBFCLOEN_00910	CDS	720	yvoA_1		COG2188	HTH-type transcriptional repressor YvoA
CBFCLOEN_00911	CDS	858				hypothetical protein
CBFCLOEN_00912	CDS	372	ndhC	1.6.5.-		NAD(P)H-quinone oxidoreductase subunit 3
CBFCLOEN_00913	CDS	513	nqo6	1.6.5.11	COG0377	NADH-quinone oxidoreductase subunit 6
CBFCLOEN_00914	CDS	1443	nuoC	1.6.5.11	COG0649	NADH-quinone oxidoreductase subunit C/D
CBFCLOEN_00915	CDS	1101	ndhH	1.6.5.-		NAD(P)H-quinone oxidoreductase subunit H
CBFCLOEN_00916	CDS	1005	nuoH	1.6.5.11	COG1005	NADH-quinone oxidoreductase subunit H
CBFCLOEN_00917	CDS	420	nuoI	1.6.5.11	COG1143	NADH-quinone oxidoreductase subunit I
CBFCLOEN_00918	CDS	522	nuoJ	1.6.5.11	COG0839	NADH-quinone oxidoreductase subunit J
CBFCLOEN_00919	CDS	315		1.6.5.11	COG0713	NADH-quinone oxidoreductase subunit 11
CBFCLOEN_00920	CDS	1776	nuoL_1	1.6.5.11	COG1009	NADH-quinone oxidoreductase subunit L
CBFCLOEN_00921	CDS	1509	ndhD1	1.6.5.-	COG1008	NAD(P)H-quinone oxidoreductase chain 4 1
CBFCLOEN_00922	CDS	1488	nuoN	1.6.5.11	COG1007	NADH-quinone oxidoreductase subunit N
CBFCLOEN_00923	CDS	171				hypothetical protein
CBFCLOEN_00924	CDS	240				hypothetical protein
CBFCLOEN_00925	CDS	1500				hypothetical protein
CBFCLOEN_00926	CDS	1287				hypothetical protein
CBFCLOEN_00927	CDS	714				hypothetical protein
CBFCLOEN_00928	CDS	270				hypothetical protein
CBFCLOEN_00929	CDS	927	corA_1		COG0598	Magnesium transport protein CorA
CBFCLOEN_00930	CDS	339				hypothetical protein
CBFCLOEN_00931	CDS	171				hypothetical protein
CBFCLOEN_00932	CDS	315	rsbV		COG1366	Anti-sigma-B factor antagonist
CBFCLOEN_00933	CDS	483	rsbW_1	2.7.11.1	COG2172	Serine-protein kinase RsbW
CBFCLOEN_00934	CDS	795	sigB_1		COG1191	RNA polymerase sigma-B factor
CBFCLOEN_00935	CDS	1143	rsbP_1	3.1.3.3	COG2208	Phosphoserine phosphatase RsbP
CBFCLOEN_00936	CDS	456	dps_1		COG0783	General stress protein 20U
CBFCLOEN_00937	CDS	2772	luxQ_1	2.7.13.3		Autoinducer 2 sensor kinase/phosphatase LuxQ
CBFCLOEN_00938	CDS	876	cheR_2	2.1.1.80		Chemotaxis protein methyltransferase
CBFCLOEN_00939	CDS	1500	ywiE_1	2.7.8.-	COG1502	putative cardiolipin synthase YwiE
CBFCLOEN_00940	CDS	255				hypothetical protein
CBFCLOEN_00941	CDS	348				hypothetical protein
CBFCLOEN_00942	CDS	327	yflT			General stress protein 17M
CBFCLOEN_00943	CDS	180				hypothetical protein
CBFCLOEN_00944	CDS	234				hypothetical protein
CBFCLOEN_00945	CDS	801	ywmB			putative protein YwmB
CBFCLOEN_00946	CDS	1311	murAA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
CBFCLOEN_00947	CDS	1035			COG2385	putative protein
CBFCLOEN_00948	CDS	810	spoIIQ		COG0739	Stage II sporulation protein Q
CBFCLOEN_00949	CDS	1998	pbp		COG0768	Beta-lactam-inducible penicillin-binding protein
CBFCLOEN_00950	CDS	312	atl		COG3695	DNA base-flipping protein
CBFCLOEN_00951	CDS	273	spoIIID			Stage III sporulation protein D
CBFCLOEN_00952	CDS	1002	mbl		COG1077	MreB-like protein
CBFCLOEN_00953	CDS	288				hypothetical protein
CBFCLOEN_00954	CDS	435	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
CBFCLOEN_00955	CDS	342				hypothetical protein
CBFCLOEN_00956	CDS	261	yxlD			Negative regulatory protein YxlD
CBFCLOEN_00957	CDS	432				hypothetical protein
CBFCLOEN_00958	CDS	375	ssbB		COG0629	Single-stranded DNA-binding protein B
CBFCLOEN_00959	CDS	225				hypothetical protein
CBFCLOEN_00960	CDS	435				hypothetical protein
CBFCLOEN_00961	CDS	1182	yocH_2		COG1388	Cell wall-binding protein YocH
CBFCLOEN_00962	CDS	570				hypothetical protein
CBFCLOEN_00963	CDS	1167	pbuE_3		COG2814	Purine efflux pump PbuE
CBFCLOEN_00964	CDS	705	deoD_1	2.4.2.1	COG0813	Purine nucleoside phosphorylase DeoD-type
CBFCLOEN_00965	CDS	762				hypothetical protein
CBFCLOEN_00966	CDS	1182	nupC		COG1972	Nucleoside permease NupC
CBFCLOEN_00967	CDS	1341	pbuO_1		COG2252	Guanine/hypoxanthine permease PbuO
CBFCLOEN_00968	CDS	207				hypothetical protein
CBFCLOEN_00969	CDS	1005	lyc	3.2.1.17	COG3409	Autolytic lysozyme
CBFCLOEN_00970	CDS	432	ohrR_1			Organic hydroperoxide resistance transcriptional regulator
CBFCLOEN_00971	CDS	819				hypothetical protein
CBFCLOEN_00972	CDS	924			COG2200	putative signaling protein
CBFCLOEN_00973	CDS	882	yddE	5.1.-.-	COG0384	putative isomerase YddE
CBFCLOEN_00974	CDS	546				hypothetical protein
CBFCLOEN_00975	CDS	516	yfkM_1	3.2.-.-	COG0693	General stress protein 18
CBFCLOEN_00976	CDS	693				hypothetical protein
CBFCLOEN_00977	CDS	1095				hypothetical protein
CBFCLOEN_00978	CDS	399	gsiB_1		COG3729	Glucose starvation-inducible protein B
CBFCLOEN_00979	CDS	1485	styD	1.2.1.39		Phenylacetaldehyde dehydrogenase
CBFCLOEN_00980	CDS	864	arcA	3.5.3.6	COG2235	Arginine deiminase
CBFCLOEN_00981	CDS	195				hypothetical protein
CBFCLOEN_00982	CDS	663				hypothetical protein
CBFCLOEN_00983	CDS	519				hypothetical protein
CBFCLOEN_00984	CDS	2946	dbpA_2	3.6.4.13		ATP-dependent RNA helicase DbpA
CBFCLOEN_00985	CDS	1008	feuC		COG0609	Iron-uptake system permease protein FeuC
CBFCLOEN_00986	CDS	1008	feuB		COG0609	Iron-uptake system permease protein FeuB
CBFCLOEN_00987	CDS	921	fhuD		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
CBFCLOEN_00988	CDS	846	yusV_1		COG1120	putative siderophore transport system ATP-binding protein YusV
CBFCLOEN_00989	CDS	1041		1.18.1.2		Ferredoxin--NADP reductase
CBFCLOEN_00990	CDS	783				hypothetical protein
CBFCLOEN_00991	CDS	492	ltrA_2		COG3344	Group II intron-encoded protein LtrA
CBFCLOEN_00992	CDS	1038	trpD_1	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
CBFCLOEN_00993	CDS	285	trpE_1	4.1.3.27	COG0147	Anthranilate synthase component 1
CBFCLOEN_00994	CDS	1674				hypothetical protein
CBFCLOEN_00995	CDS	1041	ykoT_1	2.4.-.-		putative glycosyltransferase YkoT
CBFCLOEN_00996	CDS	627				hypothetical protein
CBFCLOEN_00997	CDS	1374	aroP		COG1113	Aromatic amino acid transport protein AroP
CBFCLOEN_00998	CDS	162				hypothetical protein
CBFCLOEN_00999	CDS	756	yocK_1		COG1734	General stress protein 16O
CBFCLOEN_01000	CDS	213				hypothetical protein
CBFCLOEN_01001	CDS	138				hypothetical protein
CBFCLOEN_01002	CDS	897	fieF		COG0053	Ferrous-iron efflux pump FieF
CBFCLOEN_01003	CDS	939	corA_2		COG0598	Cobalt/magnesium transport protein CorA
CBFCLOEN_01004	CDS	1257	sub1	3.4.21.62		Subtilisin
CBFCLOEN_01005	CDS	1233	nprA			Transcriptional activator NprA
CBFCLOEN_01006	CDS	147				hypothetical protein
CBFCLOEN_01007	CDS	1176	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
CBFCLOEN_01008	CDS	186				hypothetical protein
CBFCLOEN_01009	CDS	399				hypothetical protein
CBFCLOEN_01010	CDS	1518	bmr3_2			Multidrug resistance protein 3
CBFCLOEN_01011	CDS	384	gloA	4.4.1.5	COG0346	Lactoylglutathione lyase
CBFCLOEN_01012	CDS	564	trxB_1	1.8.1.9	COG0492	Thioredoxin reductase
CBFCLOEN_01013	CDS	735	kipI		COG2049	Kinase A inhibitor
CBFCLOEN_01014	CDS	768				hypothetical protein
CBFCLOEN_01015	CDS	945	kipA		COG1984	KipI antagonist
CBFCLOEN_01016	CDS	243				hypothetical protein
CBFCLOEN_01017	CDS	1212	pbuE_4		COG2814	Purine efflux pump PbuE
CBFCLOEN_01018	CDS	414	marR		COG1846	Multiple antibiotic resistance protein MarR
CBFCLOEN_01019	CDS	378				hypothetical protein
CBFCLOEN_01020	CDS	3489	metH	2.1.1.13	COG0646	Methionine synthase
CBFCLOEN_01021	CDS	1860	yitJ		COG0646	Bifunctional homocysteine S-methyltransferase/5,10-methylenetetrahydrofolate reductase
CBFCLOEN_01022	CDS	1188	metC	4.4.1.8	COG0626	Cystathionine beta-lyase MetC
CBFCLOEN_01023	CDS	1113	metI	2.5.1.-	COG0626	Cystathionine gamma-synthase/O-acetylhomoserine (thiol)-lyase
CBFCLOEN_01024	CDS	354	sinR_1		COG1396	HTH-type transcriptional regulator SinR
CBFCLOEN_01025	CDS	348	xre		COG1396	HTH-type transcriptional regulator Xre
CBFCLOEN_01026	CDS	699	ywqC_1		COG3944	putative capsular polysaccharide biosynthesis protein YwqC
CBFCLOEN_01027	CDS	660	ywqD_1	2.7.10.2	COG0489	Tyrosine-protein kinase YwqD
CBFCLOEN_01028	CDS	816	fdhD_3		COG1526	Sulfur carrier protein FdhD
CBFCLOEN_01029	CDS	357				hypothetical protein
CBFCLOEN_01030	CDS	480				hypothetical protein
CBFCLOEN_01031	CDS	2973		1.17.1.9		Putative formate dehydrogenase
CBFCLOEN_01032	CDS	813	focA_3		COG2116	putative formate transporter 1
CBFCLOEN_01033	CDS	1500	narT_1		COG2223	putative nitrate transporter NarT
CBFCLOEN_01034	CDS	786	yvaM	3.-.-.-		AB hydrolase superfamily protein YvaM
CBFCLOEN_01035	CDS	489	bcrC_1	3.6.1.27	COG0671	Undecaprenyl-diphosphatase BcrC
CBFCLOEN_01036	CDS	384	ribT_1	2.3.1.-		Protein RibT
CBFCLOEN_01037	CDS	312	trxA_1		COG0526	Thioredoxin
CBFCLOEN_01038	CDS	375	merR1			Mercuric resistance operon regulatory protein
CBFCLOEN_01039	CDS	1251	kinE_3	2.7.13.3	COG2202	Sporulation kinase E
CBFCLOEN_01040	CDS	174				hypothetical protein
CBFCLOEN_01041	CDS	879	lacX			Protein LacX, plasmid
CBFCLOEN_01042	CDS	303				hypothetical protein
CBFCLOEN_01043	CDS	594				hypothetical protein
CBFCLOEN_01044	CDS	219				hypothetical protein
CBFCLOEN_01045	CDS	228				hypothetical protein
CBFCLOEN_01046	CDS	144				hypothetical protein
CBFCLOEN_01047	CDS	723	csgA_1			C-factor
CBFCLOEN_01048	CDS	549				hypothetical protein
CBFCLOEN_01049	CDS	1776	yhcR_2	3.1.31.-	COG0737	Endonuclease YhcR
CBFCLOEN_01050	CDS	1176	glgC_3	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
CBFCLOEN_01051	CDS	129				hypothetical protein
CBFCLOEN_01052	CDS	1527	emrY_2			putative multidrug resistance protein EmrY
CBFCLOEN_01053	CDS	891	mtrR_1		COG1309	HTH-type transcriptional regulator MtrR
CBFCLOEN_01054	CDS	825		1.-.-.-	COG0656	putative oxidoreductase/MSMEI_2347
CBFCLOEN_01055	CDS	1032	namA	1.6.99.1	COG1902	NADPH dehydrogenase
CBFCLOEN_01056	CDS	438				hypothetical protein
CBFCLOEN_01057	CDS	1569	gatA_1	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
CBFCLOEN_01058	CDS	1077	yndE_4			Spore germination protein YndE
CBFCLOEN_01059	CDS	1470	gerXA_2			Spore germination protein XA
CBFCLOEN_01060	CDS	1116				hypothetical protein
CBFCLOEN_01061	CDS	171				hypothetical protein
CBFCLOEN_01062	CDS	132				hypothetical protein
CBFCLOEN_01063	CDS	1860	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
CBFCLOEN_01064	CDS	243				hypothetical protein
CBFCLOEN_01065	CDS	1503	emrB_1			Multidrug export protein EmrB
CBFCLOEN_01066	CDS	153				hypothetical protein
CBFCLOEN_01067	CDS	144				hypothetical protein
CBFCLOEN_01068	CDS	801	pdaC_2	3.5.1.-	COG0726	Peptidoglycan-N-acetylmuramic acid deacetylase PdaC
CBFCLOEN_01069	CDS	1578	crtI	1.3.99.28	COG1233	Phytoene desaturase (neurosporene-forming)
CBFCLOEN_01070	CDS	183				hypothetical protein
CBFCLOEN_01071	CDS	273				hypothetical protein
CBFCLOEN_01072	CDS	1725	cotA_2		COG2132	Spore coat protein A
CBFCLOEN_01073	CDS	1548	mqo1	1.1.5.4		putative malate:quinone oxidoreductase 1
CBFCLOEN_01074	CDS	930	msrR_2		COG1316	Regulatory protein MsrR
CBFCLOEN_01075	CDS	624	idi	5.3.3.2		Isopentenyl-diphosphate Delta-isomerase
CBFCLOEN_01076	CDS	768	yfcA		COG0730	putative membrane transporter protein YfcA
CBFCLOEN_01077	CDS	351				hypothetical protein
CBFCLOEN_01078	CDS	318	yqjZ		COG2329	putative protein YqjZ
CBFCLOEN_01079	CDS	222				hypothetical protein
CBFCLOEN_01080	CDS	342				hypothetical protein
CBFCLOEN_01081	CDS	1026	ltaE	4.1.2.48		Low specificity L-threonine aldolase
CBFCLOEN_01082	CDS	828				hypothetical protein
CBFCLOEN_01083	CDS	1005				hypothetical protein
CBFCLOEN_01084	CDS	210				hypothetical protein
CBFCLOEN_01085	CDS	261				hypothetical protein
CBFCLOEN_01086	CDS	1428	gabP_1		COG1113	GABA permease
CBFCLOEN_01087	CDS	183				hypothetical protein
CBFCLOEN_01088	CDS	909			COG2220	putative protein
CBFCLOEN_01089	CDS	1056	cwlO_1	3.4.-.-	COG0791	Peptidoglycan DL-endopeptidase CwlO
CBFCLOEN_01090	CDS	825	lipC_1	3.-.-.-	COG2755	Spore germination lipase LipC
CBFCLOEN_01091	CDS	564				hypothetical protein
CBFCLOEN_01092	CDS	1008	yhfP	1.6.5.-	COG0604	Putative quinone oxidoreductase YhfP
CBFCLOEN_01093	CDS	819	rhgT	3.1.1.-	COG2755	Rhamnogalacturonan acetylesterase RhgT
CBFCLOEN_01094	CDS	1719	cysI	1.8.1.2	COG0155	Sulfite reductase [NADPH] hemoprotein beta-component
CBFCLOEN_01095	CDS	1800	cysJ_2	1.8.1.2	COG0369	Sulfite reductase [NADPH] flavoprotein alpha-component
CBFCLOEN_01096	CDS	729	sirB	4.99.1.4	COG2138	Sirohydrochlorin ferrochelatase
CBFCLOEN_01097	CDS	777	sumT_2	2.1.1.107	COG0007	Uroporphyrinogen-III C-methyltransferase
CBFCLOEN_01098	CDS	600	cysC_1	2.7.1.25	COG0529	putative adenylyl-sulfate kinase
CBFCLOEN_01099	CDS	1152	sat_1	2.7.7.4	COG2046	Sulfate adenylyltransferase
CBFCLOEN_01100	CDS	1068	cysP_2		COG0306	Sulfate permease CysP
CBFCLOEN_01101	CDS	717	cysH	1.8.4.8	COG0175	Phosphoadenosine phosphosulfate reductase
CBFCLOEN_01102	CDS	282				hypothetical protein
CBFCLOEN_01103	CDS	1116				hypothetical protein
CBFCLOEN_01104	CDS	582	clpP_1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
CBFCLOEN_01105	CDS	702				hypothetical protein
CBFCLOEN_01106	CDS	141				hypothetical protein
CBFCLOEN_01107	CDS	198				hypothetical protein
CBFCLOEN_01108	CDS	198				hypothetical protein
CBFCLOEN_01109	CDS	1365	norM_1		COG0534	Multidrug resistance protein NorM
CBFCLOEN_01110	CDS	792				hypothetical protein
CBFCLOEN_01111	CDS	201	cspLA_3		COG1278	Cold shock-like protein CspLA
CBFCLOEN_01112	CDS	1245				hypothetical protein
CBFCLOEN_01113	CDS	747	tgl	2.3.2.13		Protein-glutamine gamma-glutamyltransferase
CBFCLOEN_01114	CDS	1008	thiY		COG0715	Formylaminopyrimidine-binding protein
CBFCLOEN_01115	CDS	774	ribX_1			Riboflavin transport system permease protein RibX
CBFCLOEN_01116	CDS	741	tauB_1	3.6.3.36	COG4525	Taurine import ATP-binding protein TauB
CBFCLOEN_01117	CDS	672	tenA	3.5.99.2	COG0819	Aminopyrimidine aminohydrolase
CBFCLOEN_01118	CDS	1287	ylmB_1	3.5.1.-	COG0624	N-formyl-4-amino-5-aminomethyl-2-methylpyrimidine deformylase
CBFCLOEN_01119	CDS	516				hypothetical protein
CBFCLOEN_01120	CDS	651	thiE	2.5.1.3	COG0352	Thiamine-phosphate synthase
CBFCLOEN_01121	CDS	810	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
CBFCLOEN_01122	CDS	807	thiM	2.7.1.50	COG2145	Hydroxyethylthiazole kinase
CBFCLOEN_01123	CDS	240	nrdH		COG0695	Glutaredoxin-like protein NrdH
CBFCLOEN_01124	CDS	558				hypothetical protein
CBFCLOEN_01125	CDS	477	gvpA_1			Gas vesicle structural protein
CBFCLOEN_01126	CDS	264				hypothetical protein
CBFCLOEN_01127	CDS	240				hypothetical protein
CBFCLOEN_01128	CDS	831				hypothetical protein
CBFCLOEN_01129	CDS	234				hypothetical protein
CBFCLOEN_01130	CDS	747				hypothetical protein
CBFCLOEN_01131	CDS	906	nirQ		COG0714	Denitrification regulatory protein NirQ
CBFCLOEN_01132	CDS	273	gvpA_2			Gas vesicle structural protein
CBFCLOEN_01133	CDS	873	gtaB_1	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
CBFCLOEN_01134	CDS	783				hypothetical protein
CBFCLOEN_01135	CDS	1101	mshA_1	2.4.1.250	COG0438	D-inositol 3-phosphate glycosyltransferase
CBFCLOEN_01136	CDS	969				hypothetical protein
CBFCLOEN_01137	CDS	1041	hutG	3.5.3.8	COG0010	Formimidoylglutamase
CBFCLOEN_01138	CDS	1293	hutI	3.5.2.7	COG1228	Imidazolonepropionase
CBFCLOEN_01139	CDS	1674	hutU	4.2.1.49	COG2987	Urocanate hydratase
CBFCLOEN_01140	CDS	396				hypothetical protein
CBFCLOEN_01141	CDS	1335	steT		COG0531	Serine/threonine exchanger SteT
CBFCLOEN_01142	CDS	582	yceD_1		COG2310	General stress protein 16U
CBFCLOEN_01143	CDS	375	uvrC_1			UvrABC system protein C
CBFCLOEN_01144	CDS	1029				hypothetical protein
CBFCLOEN_01145	CDS	495				hypothetical protein
CBFCLOEN_01146	CDS	915	mlhB	3.1.1.83		Monoterpene epsilon-lactone hydrolase
CBFCLOEN_01147	CDS	1323				hypothetical protein
CBFCLOEN_01148	CDS	1275				hypothetical protein
CBFCLOEN_01149	CDS	405				hypothetical protein
CBFCLOEN_01150	CDS	210	copZ_1			Copper chaperone CopZ
CBFCLOEN_01151	CDS	336	csoR_1		COG1937	Copper-sensing transcriptional repressor CsoR
CBFCLOEN_01152	CDS	507	guaB_1	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
CBFCLOEN_01153	CDS	654	bm3R1_2			HTH-type transcriptional repressor Bm3R1
CBFCLOEN_01154	CDS	594	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
CBFCLOEN_01155	CDS	855	hpcB	1.13.11.15	COG3384	3,4-dihydroxyphenylacetate 2,3-dioxygenase
CBFCLOEN_01156	CDS	186	dmpI	5.3.2.6		2-hydroxymuconate tautomerase
CBFCLOEN_01157	CDS	783	mhpD	4.2.1.80		2-keto-4-pentenoate hydratase
CBFCLOEN_01158	CDS	777	xylJ	4.2.-.-		2-hydroxypent-2,4-dienoate hydratase
CBFCLOEN_01159	CDS	1464	amnC	1.2.1.32		2-aminomuconic 6-semialdehyde dehydrogenase
CBFCLOEN_01160	CDS	777	kdgR_1		COG1414	Transcriptional regulator KdgR
CBFCLOEN_01161	CDS	936				hypothetical protein
CBFCLOEN_01162	CDS	687				hypothetical protein
CBFCLOEN_01163	CDS	1458	aldY	1.2.1.-	COG1012	putative aldehyde dehydrogenase AldY
CBFCLOEN_01164	CDS	822	yidA	3.1.3.23	COG0561	Sugar phosphatase YidA
CBFCLOEN_01165	CDS	759				hypothetical protein
CBFCLOEN_01166	CDS	936	ppaC	3.6.1.1	COG1227	Manganese-dependent inorganic pyrophosphatase
CBFCLOEN_01167	CDS	1209	adh1_1	1.1.1.192	COG1454	Long-chain-alcohol dehydrogenase 1
CBFCLOEN_01168	CDS	1524	gbsA	1.2.1.8	COG1012	Betaine aldehyde dehydrogenase
CBFCLOEN_01169	CDS	891	nrdB_1	1.-.-.-	COG0208	R2-like ligand binding oxidase
CBFCLOEN_01170	CDS	1518	lcfB_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
CBFCLOEN_01171	CDS	945	gloC_1	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
CBFCLOEN_01172	CDS	1668	lcfB_2	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
CBFCLOEN_01173	CDS	1170	thlA_2	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
CBFCLOEN_01174	CDS	774	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase
CBFCLOEN_01175	CDS	1206	bbsG	1.3.8.3		(R)-benzylsuccinyl-CoA dehydrogenase
CBFCLOEN_01176	CDS	1182	thlA_3	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
CBFCLOEN_01177	CDS	1149	mmgC_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
CBFCLOEN_01178	CDS	402				hypothetical protein
CBFCLOEN_01179	CDS	450				hypothetical protein
CBFCLOEN_01180	CDS	765	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
CBFCLOEN_01181	CDS	1179	carC_1	1.3.1.108	COG1960	Caffeyl-CoA reductase-Etf complex subunit CarC
CBFCLOEN_01182	CDS	351				hypothetical protein
CBFCLOEN_01183	CDS	360				hypothetical protein
CBFCLOEN_01184	CDS	504	ywnH	2.3.1.183	COG1247	Putative phosphinothricin acetyltransferase YwnH
CBFCLOEN_01185	CDS	258				hypothetical protein
CBFCLOEN_01186	CDS	1653	kinE_4	2.7.13.3	COG2202	Sporulation kinase E
CBFCLOEN_01187	CDS	1146	yndE_5			Spore germination protein YndE
CBFCLOEN_01188	CDS	1215	gerBC_2			Spore germination protein B3
CBFCLOEN_01189	CDS	1608	gerBA_2			Spore germination protein B1
CBFCLOEN_01190	CDS	237				hypothetical protein
CBFCLOEN_01191	CDS	210				hypothetical protein
CBFCLOEN_01192	CDS	945	gpr_1	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
CBFCLOEN_01193	CDS	267				hypothetical protein
CBFCLOEN_01194	CDS	2103	pbpF_1		COG0744	Penicillin-binding protein 1F
CBFCLOEN_01195	CDS	693				hypothetical protein
CBFCLOEN_01196	CDS	1644	ykoD	3.6.3.-	COG1122	Putative HMP/thiamine import ATP-binding protein YkoD
CBFCLOEN_01197	CDS	879	ecfT_2		COG0619	Energy-coupling factor transporter transmembrane protein EcfT
CBFCLOEN_01198	CDS	843				hypothetical protein
CBFCLOEN_01199	CDS	1848				hypothetical protein
CBFCLOEN_01200	CDS	471	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
CBFCLOEN_01201	CDS	630	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
CBFCLOEN_01202	CDS	660	ribE	2.5.1.9	COG0307	Riboflavin synthase
